SubjTrial,SubjectID,ExpNum,ItemNum,Response,TargetWord,TrialType,Syllogism,ListNum,premise1,premise2,conclusion,digitMatch,RT,SyllogismSimple,ExpectedResponse,ResponseWasCorrect,excl.subj,excl.trial
3_39,3,Pilot-2,39,0,injuries,Invalid Filler,Dimatis*,1,Some sunburns are injuries,All cases of frostbite are injuries,Some cases of frostbite are sunburns,NA,10544,Dimatis,0,1,0,0
3_40,3,Pilot-2,40,0,thieves,Invalid Filler,Dimatis*,1,Some children are thieves,All mob bosses are thieves,Some mob bosses are children,NA,7567,Dimatis,0,1,0,0
3_41,3,Pilot-2,41,1,tracks,Homonymy,Darii,1,All tracks are prints left by animals,Some race courses are tracks ,Some race courses are prints left by animals,NA,10978,Darii,0,0,0,0
3_42,3,Pilot-2,42,1,stones,Invalid Filler,Datisi*,1,All pebbles are stones,Some stones are boulders,Some boulders are pebbles,NA,12945,Datisi,0,0,0,0
3_43,3,Pilot-2,43,1,columns,Homonymy,Datisi,1,All columns are architectural,Some columns are gossip articles,Some gossip articles are architectural,NA,15173,Datisi,0,0,0,0
3_44,3,Pilot-2,44,1,movements,Homonymy,Barbara,1,All movements aim for social change,All reflexes are movements,All reflexes aim for social change,NA,12504,Barbara,0,0,0,0
3_45,3,Pilot-2,45,0,organs,Invalid Filler,Barbara*,1,All hearts are organs ,All lungs are organs ,All lungs are hearts,NA,9012,Barbara,0,1,0,0
3_46,3,Pilot-2,46,0,actors,Invalid Filler,Datisi*,1,All male leads are actors,Some actors are women,Some women are male leads,NA,6965,Datisi,0,1,0,0
3_47,3,Pilot-2,47,1,magazines,Polysemy,Darii,1,All magazines are flammable,Some subscriptions are magazines,Some subscriptions are flammable,NA,9820,Darii,0,0,0,0
3_48,3,Pilot-2,48,1,liars,Valid Filler,Dimatis,1,Some criminals are liars ,All liars are humans,Some humans are criminals ,NA,10514,Dimatis,1,1,0,0
3_49,3,Pilot-2,49,0,classes,Polysemy,Disamis,1,Some classes are an hour long,All classes are groups of students,Some groups of students are an hour long,NA,17094,Disamis,0,1,0,0
3_50,3,Pilot-2,50,1,negotiations,Valid Filler,Barbara,1,All negotiations aim to reach agreement  ,All union bargainings are negotiations ,All union bargainings aim to reach agreement,NA,10692,Barbara,1,1,0,0
3_51,3,Pilot-2,51,0,antiques,Invalid Filler,Darii*,1,All medieval manuscripts are antiques ,Some pieces of jewelry are antiques ,Some pieces of jewelry are medieval manuscripts,NA,8185,Darii,0,1,0,0
3_52,3,Pilot-2,52,1,books,Polysemy,Dimatis,1,Some doorstops are books,All books are intellectual property,Some intellectual property is a doorstop,NA,18614,Dimatis,0,0,0,0
3_53,3,Pilot-2,53,0,dances,Invalid Filler,Darii*,1,All polkas are dances ,Some mating rituals are dances ,Some mating rituals are polkas ,NA,10584,Darii,0,1,0,0
3_54,3,Pilot-2,54,0,shapes,Invalid Filler,Disamis*,1,Some shapes are triangles,All squares are shapes,Some squares are triangles,NA,10900,Disamis,0,1,0,0
3_55,3,Pilot-2,55,0,sausages,Invalid Filler,Datisi*,1,All hot dogs are sausages,Some sausages are salamis,Some hot dogs are salamis,NA,8927,Datisi,0,1,0,0
3_56,3,Pilot-2,56,0,funerals,Invalid Filler,Datisi*,1,All open-casket services are funerals,Some funerals are cremations,Some cremations are open-casket services,NA,9495,Datisi,0,1,0,0
3_57,3,Pilot-2,57,1,singers,Valid Filler,Darii,1,All singers have an ideal vocal range ,Some guitarists are singers,Some guitarists have an ideal vocal range,NA,10531,Darii,1,1,0,0
3_58,3,Pilot-2,58,0,mothers,Invalid Filler,Darii*,1,All grandmothers are mothers ,Some teens are mothers,Some grandmothers are teens,NA,9247,Darii,0,1,0,0
3_59,3,Pilot-2,59,0,clocks,Invalid Filler,Barbara*,1,All watches are clocks ,All sundials are clocks ,All watches are sundials ,NA,4351,Barbara,0,1,0,0
3_60,3,Pilot-2,60,0,drivers,Invalid Filler,Barbara*,1,All long-haul truckers are drivers,All chauffeurs are drivers,All chauffeurs are long-haul truckers ,NA,5321,Barbara,0,1,0,0
4_1,4,Pilot-2,1,1,mugs,Valid Filler,Datisi,1,All mugs are cups ,Some mugs are ceramics,Some ceramics are cups ,NA,17131,Datisi,1,1,0,0
4_2,4,Pilot-2,2,1,burgers,Valid Filler,Disamis,1,Some burgers are overcooked ,All burgers are sandwiches,Some sandwiches are overcooked ,NA,6321,Disamis,1,1,0,0
4_3,4,Pilot-2,3,0,dresses,Invalid Filler,Darii*,1,All ball gowns are dresses ,Some cocktail outfits are dresses,Some cocktail outfits are ball gowns,NA,13562,Darii,0,1,0,0
4_4,4,Pilot-2,4,1,trucks,Valid Filler,Dimatis,1,Some cars are trucks ,All trucks are vehicles,Some vehicles are cars ,NA,13265,Dimatis,1,1,0,0
4_5,4,Pilot-2,5,1,poets,Valid Filler,Datisi,1,All poets are writers ,Some poets are teachers,Some teachers are writers,NA,12030,Datisi,1,1,0,0
4_6,4,Pilot-2,6,1,doughnuts,Valid Filler,Darii,1,All doughnuts are sugary ,Some pastries are doughnuts ,Some pastries are sugary,NA,9740,Darii,1,1,0,0
4_7,4,Pilot-2,7,0,dolls,Valid Filler,Darii,1,All dolls are man made,Some toys are dolls ,Some toys are man made,NA,9224,Darii,1,0,0,0
4_8,4,Pilot-2,8,0,arms,Homonymy,Disamis,1,Some arms are high caliber,All arms have elbows,Some elbows are high caliber,NA,10506,Disamis,0,1,0,0
4_9,4,Pilot-2,9,0,toilets,Invalid Filler,Disamis*,1,Some toilets are coed,All urinals are toilets,Some urinals are coed,NA,7107,Disamis,0,1,0,0
4_10,4,Pilot-2,10,1,dinners,Polysemy,Barbara,1,All dinners are after lunch,All Thanksgiving turkeys are dinners,All Thanksgiving turkeys are after lunch,NA,10413,Barbara,0,0,0,0
4_11,4,Pilot-2,11,1,rifles,Valid Filler,Disamis,1,Some rifles are for hunting,All rifles are guns ,Some guns are for hunting,NA,9845,Disamis,1,1,0,0
4_12,4,Pilot-2,12,0,chickens,Polysemy,Datisi,1,All chickens lay eggs,Some chickens are roasts,Some roasts lay legs,NA,11052,Datisi,0,1,0,0
4_13,4,Pilot-2,13,0,boards,Homonymy,Dimatis,1,Some committees are boards,All boards are rectangles,Some rectangles are committees,NA,5596,Dimatis,0,1,0,0
4_14,4,Pilot-2,14,0,foundations,Homonymy,Dimatis,1,Some concrete slabs are foundations,All foundations are non-profits,Some non-profits are concrete slabs,NA,5327,Dimatis,0,1,0,0
4_15,4,Pilot-2,15,0,panels,Homonymy,Datisi,1,All panels have judges,Some panels are electronics,Some electronics have judges,NA,4345,Datisi,0,1,0,0
4_16,4,Pilot-2,16,0,oil,Polysemy,Datisi,1,All oil is extracted from the earth,Some oil is saturated fat,Some saturated fat is extracted from the earth,NA,5958,Datisi,0,1,0,0
4_17,4,Pilot-2,17,0,dreams,Polysemy,Barbara,1,All dreams are goals,All nightmares are dreams,All nightmares are goals,NA,4557,Barbara,0,1,0,0
4_18,4,Pilot-2,18,1,whales,Valid Filler,Barbara,1,All whales are mammals ,All orcas are whales ,All orcas are mammals,NA,4097,Barbara,1,1,0,0
4_19,4,Pilot-2,19,0,spices,Invalid Filler,Dimatis*,1,Some dried roots are spices ,All mustard seeds are spices ,Some mustard seeds are dried roots,NA,6585,Dimatis,0,1,0,0
4_20,4,Pilot-2,20,0,lunches,Polysemy,Darii,1,All lunches are less than three hours long,Some sandwiches are lunches,Some sandwiches are less than three hours long,NA,7816,Darii,0,1,0,0
4_21,4,Pilot-2,21,1,admissions,Homonymy,Barbara,1,All guilty pleas are admissions,All admissions are ticketed,All guilty pleas are ticketed,NA,11852,Barbara,0,0,0,0
4_22,4,Pilot-2,22,1,suitcases,Valid Filler,Dimatis,1,Some bags are suitcases,All suitcases are pieces of luggage,Some pieces of luggage are bags,NA,6763,Dimatis,1,1,0,0
4_23,4,Pilot-2,23,0,peppers,Invalid Filler,Dimatis*,1,Some yellow vegetables are peppers ,All jalapenos are peppers,Some jalapenos are yellow vegetables,NA,9438,Dimatis,0,1,0,0
4_24,4,Pilot-2,24,0,colors,Invalid Filler,Disamis*,1,Some colors are primary ,All shades of purple are colors ,Some shades of purple are primary,NA,9612,Disamis,0,1,0,0
4_25,4,Pilot-2,25,1,examinations,Polysemy,Disamis,1,Some examinations are life saving,All examinations are graded assignments,Some graded assignments are life saving,NA,12757,Disamis,0,0,0,0
4_26,4,Pilot-2,26,0,tapes,Homonymy,Darii,1,All tapes are recordings,Some adhesives are tapes,Some adhesives are recordings,NA,6832,Darii,0,1,0,0
4_27,4,Pilot-2,27,1,dinosaurs,Valid Filler,Barbara,1,All dinosaurs were reptiles,All pterodactyls are dinosaurs,All pterodactyls were reptiles ,NA,6392,Barbara,1,1,0,0
4_28,4,Pilot-2,28,1,phones,Valid Filler,Barbara,1,All phones can make calls ,All iPhones are phones ,All iPhones can make calls ,NA,5876,Barbara,1,1,0,0
4_29,4,Pilot-2,29,0,newspapers,Polysemy,Dimatis,1,Some recyclables are newspapers,All newspapers employ reporters,Some recyclables employ reporters,NA,7356,Dimatis,0,1,0,0
4_30,4,Pilot-2,30,0,buildings,Invalid Filler,Barbara*,1,All hotels are buildings ,All hospitals are buildings ,All hospitals are hotels ,NA,5817,Barbara,0,1,0,0
4_31,4,Pilot-2,31,0,dates,Homonymy,Disamis,1,Some dates are prime numbers,All dates are opportunities for romance,Some opportunities for romance are prime numbers,NA,6018,Disamis,0,1,0,0
4_32,4,Pilot-2,32,1,grapes,Valid Filler,Disamis,1,Some grapes are red ,All grapes are fruits ,Some fruits are red ,NA,3490,Disamis,1,1,0,0
4_33,4,Pilot-2,33,1,swords,Valid Filler,Disamis,1,Some swords are decorative,All swords are weapons ,Some weapons are decorative ,NA,4253,Disamis,1,1,0,0
4_34,4,Pilot-2,34,1,ponies,Valid Filler,Datisi,1,All ponies neigh,Some ponies are colts,Some colts neigh,NA,5115,Datisi,1,1,0,0
4_35,4,Pilot-2,35,1,statues,Valid Filler,Datisi,1,All statues are sculptures,Some statues are bronzes,Some bronzes are sculptures,NA,11815,Datisi,1,1,0,0
4_36,4,Pilot-2,36,1,widows,Valid Filler,Dimatis,1,Some mothers are widows ,All widows are women,Some women are mothers,NA,7012,Dimatis,1,1,0,0
4_37,4,Pilot-2,37,0,steaks,Invalid Filler,Disamis*,1,Some steaks are filet mignons,All ribeyes are steaks,Some ribeyes are filet mignons,NA,9083,Disamis,0,1,0,0
4_38,4,Pilot-2,38,1,clowns,Valid Filler,Darii,1,All clowns can juggle ,Some circus performers are clowns ,Some circus performers can juggle,NA,4407,Darii,1,1,0,0
4_39,4,Pilot-2,39,0,injuries,Invalid Filler,Dimatis*,1,Some sunburns are injuries,All cases of frostbite are injuries,Some cases of frostbite are sunburns,NA,6144,Dimatis,0,1,0,0
4_40,4,Pilot-2,40,0,thieves,Invalid Filler,Dimatis*,1,Some children are thieves,All mob bosses are thieves,Some mob bosses are children,NA,4844,Dimatis,0,1,0,0
4_41,4,Pilot-2,41,0,tracks,Homonymy,Darii,1,All tracks are prints left by animals,Some race courses are tracks ,Some race courses are prints left by animals,NA,7139,Darii,0,1,0,0
4_42,4,Pilot-2,42,0,stones,Invalid Filler,Datisi*,1,All pebbles are stones,Some stones are boulders,Some boulders are pebbles,NA,5179,Datisi,0,1,0,0
4_43,4,Pilot-2,43,0,columns,Homonymy,Datisi,1,All columns are architectural,Some columns are gossip articles,Some gossip articles are architectural,NA,8283,Datisi,0,1,0,0
4_44,4,Pilot-2,44,0,movements,Homonymy,Barbara,1,All movements aim for social change,All reflexes are movements,All reflexes aim for social change,NA,6149,Barbara,0,1,0,0
4_45,4,Pilot-2,45,0,organs,Invalid Filler,Barbara*,1,All hearts are organs ,All lungs are organs ,All lungs are hearts,NA,5715,Barbara,0,1,0,0
4_46,4,Pilot-2,46,0,actors,Invalid Filler,Datisi*,1,All male leads are actors,Some actors are women,Some women are male leads,NA,6483,Datisi,0,1,0,0
4_47,4,Pilot-2,47,1,magazines,Polysemy,Darii,1,All magazines are flammable,Some subscriptions are magazines,Some subscriptions are flammable,NA,12093,Darii,0,0,0,0
4_48,4,Pilot-2,48,1,liars,Valid Filler,Dimatis,1,Some criminals are liars ,All liars are humans,Some humans are criminals ,NA,4425,Dimatis,1,1,0,0
4_49,4,Pilot-2,49,0,classes,Polysemy,Disamis,1,Some classes are an hour long,All classes are groups of students,Some groups of students are an hour long,NA,5597,Disamis,0,1,0,0
4_50,4,Pilot-2,50,1,negotiations,Valid Filler,Barbara,1,All negotiations aim to reach agreement  ,All union bargainings are negotiations ,All union bargainings aim to reach agreement,NA,6789,Barbara,1,1,0,0
4_51,4,Pilot-2,51,0,antiques,Invalid Filler,Darii*,1,All medieval manuscripts are antiques ,Some pieces of jewelry are antiques ,Some pieces of jewelry are medieval manuscripts,NA,4415,Darii,0,1,0,0
4_52,4,Pilot-2,52,1,books,Polysemy,Dimatis,1,Some doorstops are books,All books are intellectual property,Some intellectual property is a doorstop,NA,10467,Dimatis,0,0,0,0
4_53,4,Pilot-2,53,0,dances,Invalid Filler,Darii*,1,All polkas are dances ,Some mating rituals are dances ,Some mating rituals are polkas ,NA,4784,Darii,0,1,0,0
4_54,4,Pilot-2,54,0,shapes,Invalid Filler,Disamis*,1,Some shapes are triangles,All squares are shapes,Some squares are triangles,NA,6710,Disamis,0,1,0,0
4_55,4,Pilot-2,55,0,sausages,Invalid Filler,Datisi*,1,All hot dogs are sausages,Some sausages are salamis,Some hot dogs are salamis,NA,4749,Datisi,0,1,0,0
4_56,4,Pilot-2,56,0,funerals,Invalid Filler,Datisi*,1,All open-casket services are funerals,Some funerals are cremations,Some cremations are open-casket services,NA,5652,Datisi,0,1,0,0
4_57,4,Pilot-2,57,1,singers,Valid Filler,Darii,1,All singers have an ideal vocal range ,Some guitarists are singers,Some guitarists have an ideal vocal range,NA,5029,Darii,1,1,0,0
4_58,4,Pilot-2,58,0,mothers,Invalid Filler,Darii*,1,All grandmothers are mothers ,Some teens are mothers,Some grandmothers are teens,NA,12101,Darii,0,1,0,0
4_59,4,Pilot-2,59,0,clocks,Invalid Filler,Barbara*,1,All watches are clocks ,All sundials are clocks ,All watches are sundials ,NA,6864,Barbara,0,1,0,0
4_60,4,Pilot-2,60,0,drivers,Invalid Filler,Barbara*,1,All long-haul truckers are drivers,All chauffeurs are drivers,All chauffeurs are long-haul truckers ,NA,4563,Barbara,0,1,0,0
5_1,5,Pilot-2,1,1,mugs,Valid Filler,Datisi,1,All mugs are cups ,Some mugs are ceramics,Some ceramics are cups ,NA,19045,Datisi,1,1,1,1
5_2,5,Pilot-2,2,1,burgers,Valid Filler,Disamis,1,Some burgers are overcooked ,All burgers are sandwiches,Some sandwiches are overcooked ,NA,24101,Disamis,1,1,1,1
5_3,5,Pilot-2,3,0,dresses,Invalid Filler,Darii*,1,All ball gowns are dresses ,Some cocktail outfits are dresses,Some cocktail outfits are ball gowns,NA,9081,Darii,0,1,1,1
5_4,5,Pilot-2,4,0,trucks,Valid Filler,Dimatis,1,Some cars are trucks ,All trucks are vehicles,Some vehicles are cars ,NA,8908,Dimatis,1,0,1,1
5_5,5,Pilot-2,5,1,poets,Valid Filler,Datisi,1,All poets are writers ,Some poets are teachers,Some teachers are writers,NA,25413,Datisi,1,1,1,1
5_6,5,Pilot-2,6,-99,doughnuts,Valid Filler,Darii,1,All doughnuts are sugary ,Some pastries are doughnuts ,Some pastries are sugary,NA,120005,Darii,1,0,1,1
5_7,5,Pilot-2,7,-99,dolls,Valid Filler,Darii,1,All dolls are man made,Some toys are dolls ,Some toys are man made,NA,120005,Darii,1,0,1,1
5_8,5,Pilot-2,8,1,arms,Homonymy,Disamis,1,Some arms are high caliber,All arms have elbows,Some elbows are high caliber,NA,81894,Disamis,0,0,1,1
5_9,5,Pilot-2,9,1,toilets,Invalid Filler,Disamis*,1,Some toilets are coed,All urinals are toilets,Some urinals are coed,NA,8788,Disamis,0,0,1,1
5_10,5,Pilot-2,10,1,dinners,Polysemy,Barbara,1,All dinners are after lunch,All Thanksgiving turkeys are dinners,All Thanksgiving turkeys are after lunch,NA,12450,Barbara,0,0,1,1
5_11,5,Pilot-2,11,0,rifles,Valid Filler,Disamis,1,Some rifles are for hunting,All rifles are guns ,Some guns are for hunting,NA,10993,Disamis,1,0,1,1
5_12,5,Pilot-2,12,1,chickens,Polysemy,Datisi,1,All chickens lay eggs,Some chickens are roasts,Some roasts lay legs,NA,5652,Datisi,0,0,1,1
5_13,5,Pilot-2,13,1,boards,Homonymy,Dimatis,1,Some committees are boards,All boards are rectangles,Some rectangles are committees,NA,2431,Dimatis,0,0,1,1
5_14,5,Pilot-2,14,0,foundations,Homonymy,Dimatis,1,Some concrete slabs are foundations,All foundations are non-profits,Some non-profits are concrete slabs,NA,1590,Dimatis,0,1,1,1
5_15,5,Pilot-2,15,1,panels,Homonymy,Datisi,1,All panels have judges,Some panels are electronics,Some electronics have judges,NA,1583,Datisi,0,0,1,1
5_16,5,Pilot-2,16,1,oil,Polysemy,Datisi,1,All oil is extracted from the earth,Some oil is saturated fat,Some saturated fat is extracted from the earth,NA,1303,Datisi,0,0,1,1
5_17,5,Pilot-2,17,1,dreams,Polysemy,Barbara,1,All dreams are goals,All nightmares are dreams,All nightmares are goals,NA,1463,Barbara,0,0,1,1
5_18,5,Pilot-2,18,1,whales,Valid Filler,Barbara,1,All whales are mammals ,All orcas are whales ,All orcas are mammals,NA,1277,Barbara,1,1,1,1
5_19,5,Pilot-2,19,0,spices,Invalid Filler,Dimatis*,1,Some dried roots are spices ,All mustard seeds are spices ,Some mustard seeds are dried roots,NA,1343,Dimatis,0,1,1,1
5_20,5,Pilot-2,20,-99,lunches,Polysemy,Darii,1,All lunches are less than three hours long,Some sandwiches are lunches,Some sandwiches are less than three hours long,NA,120005,Darii,0,0,1,1
5_21,5,Pilot-2,21,-99,admissions,Homonymy,Barbara,1,All guilty pleas are admissions,All admissions are ticketed,All guilty pleas are ticketed,NA,120004,Barbara,0,0,1,1
5_22,5,Pilot-2,22,-99,suitcases,Valid Filler,Dimatis,1,Some bags are suitcases,All suitcases are pieces of luggage,Some pieces of luggage are bags,NA,120007,Dimatis,1,0,1,1
5_23,5,Pilot-2,23,-99,peppers,Invalid Filler,Dimatis*,1,Some yellow vegetables are peppers ,All jalapenos are peppers,Some jalapenos are yellow vegetables,NA,120005,Dimatis,0,0,1,1
5_24,5,Pilot-2,24,-99,colors,Invalid Filler,Disamis*,1,Some colors are primary ,All shades of purple are colors ,Some shades of purple are primary,NA,120005,Disamis,0,0,1,1
5_25,5,Pilot-2,25,1,examinations,Polysemy,Disamis,1,Some examinations are life saving,All examinations are graded assignments,Some graded assignments are life saving,NA,59696,Disamis,0,0,1,1
5_26,5,Pilot-2,26,1,tapes,Homonymy,Darii,1,All tapes are recordings,Some adhesives are tapes,Some adhesives are recordings,NA,4475,Darii,0,0,1,1
5_27,5,Pilot-2,27,0,dinosaurs,Valid Filler,Barbara,1,All dinosaurs were reptiles,All pterodactyls are dinosaurs,All pterodactyls were reptiles ,NA,3572,Barbara,1,0,1,1
5_28,5,Pilot-2,28,1,phones,Valid Filler,Barbara,1,All phones can make calls ,All iPhones are phones ,All iPhones can make calls ,NA,1207,Barbara,1,1,1,1
5_29,5,Pilot-2,29,1,newspapers,Polysemy,Dimatis,1,Some recyclables are newspapers,All newspapers employ reporters,Some recyclables employ reporters,NA,1390,Dimatis,0,0,1,1
5_30,5,Pilot-2,30,1,buildings,Invalid Filler,Barbara*,1,All hotels are buildings ,All hospitals are buildings ,All hospitals are hotels ,NA,5381,Barbara,0,0,1,1
5_31,5,Pilot-2,31,1,dates,Homonymy,Disamis,1,Some dates are prime numbers,All dates are opportunities for romance,Some opportunities for romance are prime numbers,NA,7461,Disamis,0,0,1,1
5_32,5,Pilot-2,32,1,grapes,Valid Filler,Disamis,1,Some grapes are red ,All grapes are fruits ,Some fruits are red ,NA,5044,Disamis,1,1,1,1
5_33,5,Pilot-2,33,1,swords,Valid Filler,Disamis,1,Some swords are decorative,All swords are weapons ,Some weapons are decorative ,NA,8380,Disamis,1,1,1,1
5_34,5,Pilot-2,34,1,ponies,Valid Filler,Datisi,1,All ponies neigh,Some ponies are colts,Some colts neigh,NA,1759,Datisi,1,1,1,1
5_35,5,Pilot-2,35,0,statues,Valid Filler,Datisi,1,All statues are sculptures,Some statues are bronzes,Some bronzes are sculptures,NA,1236,Datisi,1,0,1,1
5_36,5,Pilot-2,36,1,widows,Valid Filler,Dimatis,1,Some mothers are widows ,All widows are women,Some women are mothers,NA,1689,Dimatis,1,1,1,1
5_37,5,Pilot-2,37,1,steaks,Invalid Filler,Disamis*,1,Some steaks are filet mignons,All ribeyes are steaks,Some ribeyes are filet mignons,NA,10898,Disamis,0,0,1,1
5_38,5,Pilot-2,38,0,clowns,Valid Filler,Darii,1,All clowns can juggle ,Some circus performers are clowns ,Some circus performers can juggle,NA,1751,Darii,1,0,1,1
5_39,5,Pilot-2,39,1,injuries,Invalid Filler,Dimatis*,1,Some sunburns are injuries,All cases of frostbite are injuries,Some cases of frostbite are sunburns,NA,1327,Dimatis,0,0,1,1
